FFP_TIER,FLIGHT_COUNT,LAST_TO_END,EXCHANGE_COUNT,SEG_KM_SUM,Points_Sum,age,ffp_year
4,5,536,0,9153,6997,30.0,2011
4,5,314,0,8285,7993,40.0,2011
4,7,346,0,14632,5430,57.0,2012
4,15,109,0,12480,8542,43.0,2006
4,9,181,0,11852,8441,47.0,2009
4,4,61,0,7670,6489,47.0,2011
4,11,557,0,9684,7310,44.0,2005
4,8,148,0,11261,10487,38.0,2007
6,7,8,0,7025,7745,33.0,2010
4,10,14,2,13286,15416,40.0,2008
4,12,14,0,10922,6393,41.0,2010
4,11,22,0,9979,7286,46.0,2012
4,3,251,0,10671,9081,44.0,2012
4,17,24,0,16786,4129,48.0,2011
4,9,177,0,13611,5701,43.0,2007
4,5,98,0,7749,7517,60.0,2012
4,8,104,1,12674,7416,60.0,2009
4,10,69,0,13833,5692,47.0,2009
4,10,111,0,9062,7458,47.0,2011
4,11,157,0,13421,9818,46.0,2012
4,13,160,0,19384,4451,27.0,2011
4,17,14,0,11399,7049,38.0,2007
4,10,80,0,15265,5394,0.0,2007
5,9,15,0,13364,5809,46.0,2006
4,7,379,0,10617,6312,52.0,2010
4,8,371,0,20787,4961,56.0,2011
4,8,184,0,9770,7929,32.0,2012
4,9,593,0,10087,6650,44.0,2007
4,8,214,0,10767,7994,35.0,2011
4,10,136,0,6234,7407,40.0,2013
4,8,279,0,10180,7178,51.0,2011
4,9,25,0,12558,5349,61.0,2012
4,8,82,0,13052,6606,46.0,2012
4,10,42,0,12076,5975,49.0,2013
4,5,238,0,10584,7700,30.0,2012
4,12,257,0,13219,6453,47.0,2010
4,7,314,0,12622,5757,43.0,2006
4,4,164,0,11288,7352,45.0,2012
4,11,263,0,11578,8011,58.0,2011
4,15,119,0,13675,6671,34.0,2011
4,6,75,0,11917,6879,55.0,2011
4,3,203,0,12659,7871,48.0,2008
4,8,75,0,10541,8197,53.0,2011
6,4,286,0,6665,7804,51.0,2012
4,8,89,0,10481,7527,38.0,2011
4,9,108,0,9776,7924,38.0,2011
4,5,98,0,5982,7401,55.0,2012
4,11,179,0,12941,6006,43.0,2012
4,10,101,0,12777,5961,31.0,2012
4,10,84,0,16666,5946,46.0,2012
4,8,34,1,12214,19436,31.0,2007
4,12,133,0,9797,6616,48.0,2013
4,8,8,0,9438,8827,39.0,2011
5,14,10,0,9794,7803,45.0,2009
4,6,181,0,11485,8056,48.0,2008
4,5,81,0,12764,7018,32.0,2009
4,5,1,0,5848,7539,53.0,2007
4,11,17,0,10096,6198,52.0,2012
4,7,88,0,10964,7621,42.0,2011
4,4,285,0,11469,6624,40.0,2011
4,11,48,0,12239,7305,49.0,2012
4,16,99,0,10474,8219,35.0,2013
4,7,67,0,13501,4354,62.0,2007
4,13,27,0,9744,8522,46.0,2005
4,12,4,1,16417,6141,40.0,2010
4,4,206,0,10572,10958,50.0,2011
4,8,101,0,10973,6174,47.0,2008
4,6,62,0,9847,8710,37.0,2010
4,4,14,0,7186,8015,44.0,2011
4,8,139,0,13560,5044,37.0,2007
4,11,4,0,11510,6406,52.0,2011
4,9,206,0,12132,5490,48.0,2012
4,5,46,0,10847,5996,41.0,2013
4,11,15,0,13489,5641,37.0,2009
4,6,14,0,11376,5595,34.0,2012
4,6,100,0,10754,6679,37.0,2012
4,17,15,0,13257,6264,40.0,2012
4,10,37,1,13327,5680,39.0,2010
4,8,303,0,10464,8146,34.0,2010
4,11,62,0,10292,6678,47.0,2009
4,14,178,0,14253,6107,36.0,2010
4,9,238,0,8734,8847,33.0,2011
4,6,200,0,9987,6267,53.0,2010
4,6,58,0,13042,4659,40.0,2007
4,14,138,0,10105,7641,38.0,2007
4,15,32,0,9565,8150,46.0,2013
4,9,445,0,13545,4766,37.0,2011
4,8,149,1,8814,8254,38.0,2006
4,9,71,0,12703,9216,47.0,2011
4,9,154,0,10654,7336,55.0,2008
4,8,189,0,10740,6691,48.0,2010
4,7,28,0,10792,8184,40.0,2012
4,6,122,0,9260,6982,49.0,2008
4,7,147,0,10524,6843,36.0,2010
4,5,5,0,8168,7506,60.0,2012
4,9,1,0,9419,10438,35.0,2012
4,11,194,0,10148,5596,29.0,2013
4,4,117,0,5432,7245,35.0,2011
4,6,505,0,10933,6136,36.0,2007
4,19,170,0,11622,6464,48.0,2012
4,13,213,0,15380,5477,31.0,2006
4,8,199,0,8994,7762,54.0,2005
4,7,153,0,9742,7530,59.0,2010
4,7,511,0,8197,7224,47.0,2012
4,9,281,2,15397,20228,32.0,2007
4,17,105,0,9597,10660,59.0,2011
4,7,26,0,11535,7274,55.0,2007
4,11,217,0,11180,6296,30.0,2012
4,6,43,0,10686,7536,47.0,2011
4,4,671,0,10390,6269,35.0,2011
4,7,544,0,8439,7169,43.0,2010
4,9,51,0,13154,5554,64.0,2009
4,11,159,0,19120,6167,34.0,2010
4,8,1,0,10931,5712,42.0,2011
4,9,81,4,10367,13178,43.0,2005
4,9,23,0,9985,9134,37.0,2010
4,9,466,0,9205,6770,28.0,2011
4,2,650,0,5344,6834,62.0,2006
4,9,248,0,14301,6731,51.0,2012
4,4,142,0,12752,5936,40.0,2013
4,2,2,0,5684,7392,54.0,2009
4,9,142,0,9162,8209,45.0,2009
4,5,171,1,9635,6996,35.0,2006
4,6,361,0,9605,6819,34.0,2012
4,6,283,0,13670,4894,65.0,2011
4,9,94,0,10846,7018,49.0,2009
4,10,98,0,12604,5733,44.0,2008
4,7,601,0,10170,5163,39.0,2012
4,6,46,0,8676,7360,52.0,2012
4,7,38,0,9082,8119,54.0,2008
4,13,61,0,8633,8269,35.0,2011
4,17,148,2,14121,5671,48.0,2006
4,7,198,0,11071,6791,30.0,2008
4,7,134,0,11901,6945,56.0,2011
4,6,95,0,12806,5989,45.0,2007
4,6,311,0,13420,6178,42.0,2012
4,9,159,0,10413,10338,40.0,2010
4,14,18,0,9362,7875,34.0,2012
6,14,38,0,10722,7357,34.0,2009
4,6,164,0,15022,5472,55.0,2013
4,9,450,0,8268,7564,36.0,2010
4,9,256,0,11898,5396,39.0,2005
4,10,222,0,16968,5528,35.0,2009
4,10,34,0,11815,6912,44.0,2010
4,6,372,0,7832,6560,50.0,2004
4,11,34,0,10787,8049,27.0,2012
4,6,28,0,10243,7113,33.0,2011
4,8,103,0,10709,6986,34.0,2012
4,5,115,0,8863,8258,44.0,2008
4,5,420,0,10670,3990,41.0,2007
4,10,112,0,9343,8499,46.0,2007
4,9,109,0,9813,7476,48.0,2006
4,12,14,0,14501,6840,43.0,2009
4,10,163,0,12740,8421,36.0,2012
4,10,33,0,10186,9052,37.0,2011
4,7,23,0,20440,4396,25.0,2011
4,9,98,0,8103,8254,35.0,2009
4,14,1,0,9963,9120,49.0,2013
4,13,431,0,9707,6661,33.0,2011
4,9,85,0,10938,14232,32.0,2009
4,7,155,0,12553,5293,29.0,2013
4,14,1,0,11766,7138,42.0,2012
4,12,245,0,11750,7141,30.0,2012
4,9,82,0,18029,4507,42.0,2011
4,7,514,0,8967,7190,40.0,2012
4,4,105,0,9616,7890,27.0,2011
4,4,2,0,12293,7255,42.0,2006
4,11,178,0,11088,6735,40.0,2008
4,9,193,0,10500,7261,48.0,2009
4,12,4,0,14084,4641,65.0,2006
4,10,159,0,10591,8934,32.0,2012
4,25,100,0,12610,11432,38.0,2009
4,7,7,0,9100,7062,40.0,2013
4,5,49,0,11860,8064,27.0,2013
4,5,111,0,8530,7669,38.0,2010
4,9,114,0,9435,7927,29.0,2010
4,9,147,0,11795,6287,55.0,2005
4,6,125,0,13426,3884,55.0,2010
4,13,23,0,11273,8092,27.0,2012
4,8,162,0,10521,6298,32.0,2011
4,8,12,0,10481,7195,48.0,2012
4,5,549,0,11161,5383,27.0,2011
4,3,111,0,10947,7296,47.0,2012
4,8,39,0,10433,6564,59.0,2008
4,4,616,0,11472,6464,41.0,2011
4,22,20,0,15113,8088,42.0,2012
4,9,13,0,15996,5451,65.0,2007
4,10,32,0,13059,5283,58.0,2007
4,5,48,0,8551,8108,42.0,2013
4,11,81,0,14776,5132,44.0,2011
4,11,240,0,10874,5374,48.0,2013
4,14,130,0,11983,6125,48.0,2010
4,16,84,0,11298,8039,50.0,2011
4,8,102,0,9164,7933,47.0,2007
4,8,308,0,12712,5876,41.0,2006
4,11,1,2,13127,9634,38.0,2010
4,9,32,0,12287,5459,33.0,2012
4,10,10,0,9469,8013,49.0,2011
4,5,160,0,10850,6162,33.0,2009
4,11,21,0,13406,5862,56.0,2009
4,8,172,0,11660,6576,35.0,2009
4,8,578,0,11200,3680,62.0,2012
4,9,596,0,11838,9097,39.0,2006
4,10,279,0,9993,7311,59.0,2009
4,5,247,1,9011,7945,44.0,2010
5,10,15,0,13214,6732,41.0,2011
4,11,1,0,13469,4857,30.0,2011
4,4,186,0,10129,7138,31.0,2012
4,3,258,0,9690,8802,35.0,2010
4,9,9,0,17120,3167,51.0,2005
4,6,457,0,11304,5237,33.0,2012
4,8,59,0,10676,6347,28.0,2012
4,9,112,0,11720,5906,59.0,2007
4,15,8,0,12081,6751,41.0,2011
4,8,33,0,10313,6377,49.0,2012
4,3,286,0,15417,5468,43.0,2010
4,7,501,0,7111,9227,55.0,2011
4,8,74,0,12143,6226,35.0,2009
4,8,138,0,8235,7652,35.0,2012
4,8,118,0,17341,5600,44.0,2011
4,10,26,0,11006,5938,46.0,2013
4,13,360,0,9745,7908,33.0,2012
6,4,30,0,10339,9557,41.0,2010
4,5,471,0,8603,7237,64.0,2010
4,8,69,0,9369,7923,53.0,2011
4,6,418,0,12588,5207,29.0,2012
4,8,134,1,13958,11776,36.0,2007
4,13,39,2,13876,8673,32.0,2010
4,7,106,0,10249,8326,51.0,2007
4,13,27,0,18739,14185,43.0,2013
4,12,276,0,11102,4169,48.0,2012
4,8,18,0,10456,9473,33.0,2008
4,8,230,0,8149,7573,40.0,2009
4,13,109,1,11887,7236,47.0,2005
4,9,50,0,9526,7651,46.0,2013
4,5,447,0,11959,5754,59.0,2011
4,9,18,0,11006,7215,28.0,2012
4,7,72,0,10955,7300,35.0,2011
4,7,5,0,9907,16142,34.0,2006
4,7,230,0,13805,5538,48.0,2007
4,15,37,0,9815,6710,51.0,2009
4,8,72,0,15705,6041,50.0,2013
4,7,147,0,8693,7467,42.0,2011
4,8,109,0,9168,7018,41.0,2006
4,10,6,0,12907,7472,35.0,2013
4,12,202,0,10816,6679,36.0,2012
4,9,26,0,11505,7539,33.0,2013
4,10,108,0,16098,4936,50.0,2007
4,8,111,0,11720,6013,72.0,2008
4,10,30,0,12890,6222,55.0,2007
4,18,113,0,13469,5567,42.0,2012
4,19,210,0,9450,7617,44.0,2006
4,10,36,1,13600,30307,32.0,2011
4,11,17,1,11793,16255,30.0,2012
4,8,59,0,12491,6305,41.0,2013
4,6,556,1,6965,7169,42.0,2007
4,9,19,0,9887,7328,55.0,2004
4,10,93,0,14481,6137,35.0,2011
4,12,16,0,9800,7176,40.0,2012
4,5,39,0,14110,5250,52.0,2007
4,7,7,0,11164,6474,33.0,2011
4,3,601,0,8526,7392,28.0,2012
4,6,7,0,9241,7755,46.0,2007
4,12,29,2,9876,24966,48.0,2010
4,11,23,0,11143,6597,55.0,2008
4,16,40,0,13248,5220,44.0,2008
4,15,25,0,13418,5867,53.0,2012
4,10,268,0,9705,7954,30.0,2009
4,5,16,0,10373,5724,44.0,2012
4,4,93,0,7067,7700,57.0,2011
4,10,292,0,13820,5003,36.0,2012
4,19,7,0,11001,6300,49.0,2010
4,8,186,0,11782,6357,28.0,2013
4,7,292,0,8387,7076,60.0,2009
4,8,177,0,10234,6494,47.0,2010
4,7,95,0,10788,8012,49.0,2008
4,9,98,0,9500,8283,35.0,2012
4,6,5,0,14080,6146,52.0,2008
4,10,35,0,13302,6464,49.0,2005
4,10,63,0,9335,7828,71.0,2010
4,6,159,0,8867,8071,34.0,2012
4,10,164,0,12318,6325,47.0,2010
4,10,2,3,10496,6980,55.0,2009
4,6,485,0,9520,6973,32.0,2009
4,13,22,0,11394,5515,37.0,2012
4,4,4,0,6135,7943,47.0,2007
4,7,9,0,13530,4032,29.0,2010
4,11,8,0,12895,8390,36.0,2008
4,8,42,0,11327,7071,49.0,2011
4,9,167,0,11650,6294,40.0,2010
4,6,29,0,10294,7487,29.0,2012
4,7,347,1,12168,6390,66.0,2006
4,8,59,0,10776,7320,41.0,2012
4,8,113,0,10546,9499,32.0,2011
4,8,202,0,12776,6411,64.0,2007
4,8,350,0,12067,5772,45.0,2009
4,12,113,0,12008,6401,47.0,2005
4,3,174,0,5410,7638,41.0,2007
4,10,212,0,15541,4438,33.0,2012
4,7,368,1,11430,7790,32.0,2010
4,15,112,0,12010,14867,37.0,2006
4,6,274,0,10354,16685,38.0,2008
4,9,145,0,13251,6493,38.0,2011
4,14,294,0,12445,7781,36.0,2007
4,6,7,0,9910,8137,31.0,2013
4,11,17,0,10124,7755,36.0,2013
4,3,120,0,8480,6375,67.0,2005
4,7,63,0,12397,5792,44.0,2012
4,15,152,0,14379,6738,26.0,2011
4,8,250,0,9347,7225,53.0,2008
4,12,30,0,11093,6685,37.0,2012
4,6,119,0,8676,7360,51.0,2011
4,6,10,0,12742,7630,50.0,2010
4,8,335,0,9705,8649,59.0,2006
4,7,177,0,11267,6346,30.0,2012
4,11,20,0,10714,6925,29.0,2012
4,4,474,0,11375,5707,40.0,2007
4,4,121,0,8507,8081,33.0,2011
4,8,111,0,13174,6727,41.0,2007
4,7,110,0,12458,5627,47.0,2009
4,10,23,0,17353,13742,42.0,2011
4,12,67,1,15251,6708,32.0,2009
4,7,501,0,10683,7488,44.0,2007
4,7,468,1,10059,7415,49.0,2008
4,9,116,0,10918,8432,39.0,2008
4,15,189,0,13501,7070,33.0,2007
4,6,92,0,10176,6030,27.0,2013
4,7,23,0,7911,8400,35.0,2009
4,4,480,0,10572,3984,62.0,2012
4,4,470,0,10572,3984,30.0,2012
4,4,665,0,10572,3984,46.0,2012
4,4,154,0,10572,4980,59.0,2012
4,3,178,0,6736,7154,46.0,2013
4,8,131,0,11295,5890,35.0,2013
4,6,36,0,10586,7712,54.0,2011
4,9,310,0,10465,6509,41.0,2012
4,8,231,0,9720,5833,56.0,2007
4,4,695,0,9463,7703,42.0,2012
4,6,134,0,11423,6138,33.0,2011
4,4,411,0,14122,6866,28.0,2012
4,4,185,0,5370,7768,53.0,2011
4,8,152,0,13444,4813,44.0,2009
4,14,26,0,10446,7730,35.0,2012
4,17,153,0,11033,7320,74.0,2010
5,8,19,0,7509,7679,50.0,2010
4,6,56,0,11016,6501,28.0,2010
4,15,173,0,8584,9242,38.0,2009
4,8,137,0,10565,7083,32.0,2006
4,16,267,0,13514,6682,79.0,2006
4,14,118,0,13821,5612,38.0,2012
4,11,137,0,10183,8481,39.0,2006
4,3,12,0,13488,5168,28.0,2012
4,9,154,0,10340,8682,35.0,2010
4,10,255,0,10560,6464,53.0,2013
4,7,1,0,11784,6879,41.0,2013
4,9,111,0,12500,6542,55.0,2005
4,6,285,0,10648,13610,44.0,2006
4,9,341,0,12721,5820,39.0,2012
4,5,129,0,11182,9423,32.0,2009
4,7,1,0,10049,6022,58.0,2010
4,7,43,0,11505,6683,31.0,2010
4,11,103,1,9348,7736,39.0,2006
4,11,100,0,15568,5035,45.0,2011
4,10,14,0,13148,6233,43.0,2011
4,4,71,0,12196,7161,31.0,2013
4,9,48,0,15227,6693,26.0,2011
4,10,76,0,13741,6233,40.0,2010
4,6,47,0,11524,7629,31.0,2013
4,10,207,0,9213,8234,47.0,2007
4,11,49,0,11355,7421,53.0,2013
4,6,67,0,16493,5797,25.0,2012
4,6,115,0,9847,7362,41.0,2009
4,5,142,0,10351,7449,36.0,2012
4,7,7,1,16033,5753,52.0,2006
4,15,3,0,12184,41655,40.0,2006
4,8,260,0,10466,8365,40.0,2007
4,5,195,0,5535,7208,47.0,2006
4,7,76,0,11792,6353,28.0,2012
4,8,212,0,16496,4649,46.0,2006
4,8,386,0,8679,7735,38.0,2010
4,11,18,0,11293,6206,59.0,2011
4,7,44,0,16361,4902,53.0,2006
4,7,440,0,11177,5590,30.0,2011
4,3,661,0,9690,8802,54.0,2010
4,7,475,0,9156,10013,29.0,2011
4,9,127,0,11608,7305,52.0,2008
4,5,3,0,10279,6313,47.0,2008
4,7,78,0,10595,6508,36.0,2005
6,4,127,0,5386,9081,63.0,2008
4,9,347,0,10615,7343,45.0,2010
4,12,166,0,9831,5484,51.0,2010
4,8,156,3,14637,6345,50.0,2007
4,10,8,0,12686,5190,37.0,2012
4,6,541,0,12330,3906,31.0,2011
4,4,264,0,13551,5318,29.0,2013
4,6,74,0,8583,8010,57.0,2007
4,12,25,0,14955,5716,37.0,2013
4,6,4,0,9225,6851,52.0,2007
4,7,195,0,11171,7115,29.0,2011
4,8,222,0,11852,4660,27.0,2010
4,11,70,0,12325,5676,53.0,2007
4,8,44,0,12828,5450,30.0,2012
5,18,4,1,13616,8476,39.0,2007
4,6,180,0,10736,9297,31.0,2013
4,9,510,4,9599,11268,29.0,2009
5,10,10,1,11879,14224,37.0,2005
4,13,92,0,12314,6931,24.0,2012
4,13,4,0,12797,5969,35.0,2011
4,12,23,1,14126,5444,46.0,2004
4,5,216,0,10439,6289,40.0,2012
4,10,382,0,12981,4569,56.0,2004
4,8,380,0,12157,5234,42.0,2011
4,11,461,0,11442,6406,37.0,2012
4,11,204,0,10984,7413,40.0,2010
4,14,31,1,9427,7445,37.0,2009
4,8,339,0,8662,7891,42.0,2012
4,7,552,0,10313,5742,39.0,2011
4,9,35,0,9825,5492,37.0,2012
4,9,67,0,12554,6064,65.0,2006
4,5,18,0,9510,7395,34.0,2012
4,4,398,0,9616,6364,39.0,2007
4,9,247,0,11055,5342,33.0,2010
4,10,147,0,7950,7364,53.0,2011
4,8,86,0,12568,5758,41.0,2012
4,5,103,0,9083,7163,45.0,2009
4,10,202,0,8046,8460,33.0,2010
5,4,21,0,6239,8038,32.0,2011
4,8,93,0,9772,6606,35.0,2009
4,8,383,0,10994,7023,36.0,2009
4,11,1,0,12991,5014,45.0,2011
4,4,62,0,9616,7890,42.0,2012
4,10,17,0,14062,5992,34.0,2012
4,5,320,0,6769,6746,39.0,2013
4,5,126,0,11429,6768,53.0,2011
4,8,28,2,13017,6561,33.0,2006
4,14,18,0,13455,5431,45.0,2009
4,22,8,0,10538,7700,43.0,2012
4,10,103,3,10069,7182,51.0,2007
4,11,41,2,13592,4718,44.0,2005
4,14,26,0,17326,4033,27.0,2010
4,6,68,0,11165,6524,32.0,2012
4,6,6,0,8684,7883,35.0,2012
4,8,147,0,13001,13455,41.0,2005
4,4,426,0,9288,8244,42.0,2011
4,10,8,0,13945,5057,37.0,2012
4,10,165,0,12462,7545,47.0,2011
4,9,16,0,12032,6034,47.0,2010
4,9,500,0,15333,5000,72.0,2004
4,8,101,0,14716,3708,41.0,2007
4,7,187,0,9426,6065,47.0,2011
4,6,263,0,8578,8632,38.0,2008
4,5,192,0,10996,4926,28.0,2012
4,7,371,0,10933,5821,34.0,2012
4,17,2,0,14260,7440,35.0,2012
4,6,284,0,9313,6816,38.0,2012
4,7,2,0,12409,6454,39.0,2012
4,6,224,0,9747,7905,32.0,2011
4,9,124,0,8113,7234,48.0,2006
4,12,52,0,11861,6115,36.0,2010
4,11,131,0,11776,7392,34.0,2012
4,7,142,0,11618,5309,39.0,2011
4,9,280,0,9311,7631,44.0,2012
4,5,79,0,8457,7858,41.0,2008
4,11,32,0,10839,8081,31.0,2010
4,9,331,0,9859,5832,41.0,2012
4,14,101,0,13521,6242,44.0,2010
4,6,262,0,6301,7661,46.0,2008
4,12,9,0,12853,6179,34.0,2011
4,3,220,0,9152,5936,43.0,2010
4,6,552,1,12790,12934,35.0,2008
4,7,12,0,11691,12131,41.0,2011
4,5,38,0,11840,5502,33.0,2011
4,14,8,0,12418,5705,36.0,2013
4,7,254,0,9942,7741,40.0,2005
4,10,353,0,10572,7369,41.0,2012
4,3,584,0,8222,8126,35.0,2011
4,7,58,0,11624,6075,27.0,2012
4,6,82,0,12165,10850,37.0,2007
4,4,307,0,10299,7589,30.0,2011
4,9,43,0,9647,7633,41.0,2009
4,6,115,0,11902,6261,46.0,2007
4,9,67,0,13654,4985,45.0,2007
4,8,347,0,10940,8504,30.0,2011
4,8,11,0,9306,6943,48.0,2011
4,5,628,0,13357,5043,47.0,2007
4,10,3,0,9472,11230,49.0,2010
4,8,295,0,9099,6686,47.0,2011
4,12,77,0,15958,5750,29.0,2010
4,10,207,0,10167,7832,50.0,2007
4,9,111,0,18997,4990,40.0,2008
4,10,242,0,12494,5204,53.0,2007
4,10,96,0,11482,6621,34.0,2012
4,8,207,0,5520,7492,49.0,2010
4,8,39,0,8889,29060,48.0,2006
4,13,4,0,9863,7768,36.0,2011
4,9,67,0,13879,3591,43.0,2012
4,4,39,0,8963,10407,36.0,2011
4,8,94,0,8706,8367,46.0,2011
4,4,325,0,7878,7346,40.0,2012
4,16,21,0,13408,12059,31.0,2011
4,13,50,0,12792,12232,34.0,2009
4,8,467,0,11060,5590,51.0,2011
4,11,62,0,9822,7763,41.0,2012
4,8,337,0,16905,4308,56.0,2010
4,10,49,0,11259,9493,30.0,2011
4,7,22,0,14622,5331,42.0,2009
4,8,112,0,13741,5627,64.0,2013
4,15,323,0,10675,6790,28.0,2012
4,10,5,0,10966,5895,45.0,2010
4,7,177,0,11802,5760,27.0,2011
4,8,271,0,11732,6448,47.0,2005
4,6,132,0,10059,9943,48.0,2007
4,12,63,0,11620,5824,51.0,2012
4,13,13,2,13537,6536,38.0,2010
4,3,144,0,8526,9856,34.0,2010
4,6,33,0,10695,7576,35.0,2011
4,10,106,0,11506,5449,32.0,2012
4,7,262,0,11014,5748,52.0,2008
5,20,34,0,10483,8825,47.0,2013
4,11,64,0,12363,6141,38.0,2012
4,7,227,0,11799,20583,29.0,2010
4,10,286,0,9696,7070,38.0,2010
4,11,107,0,10990,5550,29.0,2010
4,2,148,0,10166,4932,30.0,2007
5,11,50,3,16376,150936,28.0,2012
4,11,217,0,13026,6019,58.0,2012
4,6,313,0,11802,4960,34.0,2012
4,10,113,0,13788,5204,41.0,2008
4,6,24,0,11915,7284,48.0,2013
4,6,192,0,9977,8092,45.0,2011
4,7,191,0,13747,6176,38.0,2010
4,5,474,0,12118,5564,39.0,2012
4,20,572,0,8483,10828,47.0,2010
4,17,14,0,11925,5790,38.0,2009
4,11,214,0,10385,6864,31.0,2011
4,6,290,0,11136,6678,41.0,2012
4,10,126,0,13058,8128,36.0,2008
4,10,193,0,14008,6297,33.0,2007
4,6,94,0,11772,5958,67.0,2011
4,7,26,0,11292,6788,35.0,2009
4,5,75,0,10577,6716,45.0,2013
4,8,224,0,7820,6696,37.0,2010
4,6,359,0,10442,7314,37.0,2008
4,7,76,0,15309,9243,45.0,2012
4,5,372,0,13550,4577,54.0,2005
4,5,116,0,9098,7633,34.0,2012
4,6,145,0,12864,6529,30.0,2012
4,13,4,0,10733,7161,44.0,2012
4,10,153,0,10456,6508,48.0,2009
4,9,159,0,16474,16491,30.0,2007
4,18,72,0,11029,7587,45.0,2011
4,7,82,1,9571,15366,39.0,2010
4,10,64,1,14218,8063,28.0,2011
4,12,72,0,12259,6458,36.0,2009
4,7,332,0,9755,7703,38.0,2010
4,8,210,0,11302,6895,48.0,2010
4,11,136,2,10317,9097,38.0,2008
4,8,28,0,13468,6704,38.0,2009
4,12,35,0,11265,5549,41.0,2009
4,13,110,1,10019,25032,39.0,2005
4,10,77,0,13189,5635,48.0,2005
4,11,12,0,10484,7039,62.0,2007
4,10,26,0,10329,6986,41.0,2006
4,8,57,0,15627,7622,42.0,2008
4,8,256,0,12283,5547,41.0,2010
4,6,14,0,7671,7349,43.0,2011
4,6,135,0,11602,7414,39.0,2012
4,14,2,0,13371,6109,53.0,2011
4,9,37,0,13758,5274,57.0,2008
4,4,574,0,5232,7188,39.0,2009
4,12,32,0,15092,4823,51.0,2012
4,11,16,3,14387,34107,39.0,2005
4,9,16,0,14039,6610,41.0,2012
4,3,68,0,17187,7124,38.0,2007
4,3,110,0,6294,8511,59.0,2008
4,7,432,0,10717,6605,59.0,2010
4,6,256,0,13328,7630,32.0,2011
4,7,26,0,12228,4594,37.0,2010
4,5,121,0,10682,7698,34.0,2008
4,6,13,0,11071,5754,41.0,2011
4,10,185,0,12910,5527,34.0,2010
4,4,589,0,6880,7228,59.0,2009
4,4,156,0,9055,6768,31.0,2011
4,9,156,0,11031,6678,37.0,2009
4,7,104,0,11166,5665,41.0,2009
4,6,185,0,11160,8288,49.0,2013
4,9,13,0,12431,5102,52.0,2008
4,9,495,0,13069,5385,56.0,2007
4,11,222,0,11425,8014,32.0,2009
4,9,8,0,11862,5153,29.0,2013
4,8,318,0,9958,6648,48.0,2007
4,8,70,0,9460,7902,38.0,2012
4,12,32,0,10419,5833,53.0,2010
4,13,120,0,10245,6785,53.0,2012
4,17,89,0,10797,6631,36.0,2009
4,6,170,0,12538,6189,43.0,2010
4,12,128,0,12934,6097,56.0,2008
4,9,26,0,10465,7207,46.0,2007
4,11,8,1,9550,7263,38.0,2010
4,7,311,0,8609,6239,37.0,2009
4,5,3,0,10230,5083,42.0,2012
4,11,1,0,10835,6555,42.0,2009
4,6,219,0,7358,7258,51.0,2007
4,7,141,0,12161,6655,30.0,2012
4,14,26,2,13281,6384,47.0,2006
4,13,280,0,16386,4254,36.0,2011
4,7,147,0,8963,7402,52.0,2007
4,6,664,0,11434,7702,38.0,2012
4,10,71,0,10664,7191,34.0,2012
4,6,216,0,10605,5978,52.0,2007
4,7,159,0,11278,11470,38.0,2010
4,9,204,0,9174,6944,48.0,2009
4,9,110,0,12554,5845,54.0,2007
4,6,5,0,12195,6409,72.0,2008
4,11,271,0,13021,4650,39.0,2008
4,8,70,0,13150,6872,43.0,2008
4,8,46,0,15462,5524,59.0,2013
4,5,11,0,10385,8654,56.0,2007
4,8,68,0,10378,6574,39.0,2010
4,10,178,0,10239,8551,39.0,2012
4,7,1,1,11622,16798,32.0,2008
4,7,500,0,10445,7251,42.0,2007
4,5,68,0,11337,6622,44.0,2011
4,4,26,0,12426,8582,30.0,2011
4,10,165,0,11872,5652,60.0,2011
4,5,207,0,13358,4587,48.0,2013
4,6,256,0,10522,6336,30.0,2012
4,12,34,0,10925,7879,48.0,2007
4,6,305,0,13445,7032,38.0,2013
4,8,126,0,21370,7769,45.0,2010
4,6,109,0,10537,8439,37.0,2008
4,11,126,0,10020,6827,43.0,2010
4,10,121,0,10023,8711,36.0,2012
4,10,594,0,10197,6295,31.0,2012
4,9,188,0,11768,8043,27.0,2012
4,9,247,0,10157,7445,36.0,2008
4,10,200,0,11660,6331,28.0,2012
4,9,110,0,10896,20498,45.0,2012
4,12,79,0,14148,5343,38.0,2012
4,7,166,0,12981,5187,35.0,2009
4,8,117,0,14118,16155,49.0,2007
4,9,106,0,12524,5220,58.0,2010
4,7,92,0,13294,7068,56.0,2008
4,12,6,0,14748,4921,37.0,2013
4,13,47,0,15153,4984,40.0,2005
4,9,91,0,11308,6690,38.0,2011
4,10,13,0,12380,8052,35.0,2007
4,14,133,0,11623,5848,39.0,2010
4,8,20,0,12854,4923,45.0,2009
4,9,32,0,10778,6745,24.0,2012
4,9,130,0,10427,6304,47.0,2010
4,7,162,0,9231,8204,37.0,2012
4,12,69,0,11506,6627,56.0,2008
4,8,188,0,13836,5303,50.0,2005
4,8,37,0,13487,4762,38.0,2008
4,11,4,0,9714,6814,58.0,2006
4,8,272,0,7653,7121,51.0,2011
4,12,21,0,8477,7802,43.0,2006
5,7,1,0,12513,4916,41.0,2009
4,19,194,0,14419,8561,44.0,2009
4,5,186,0,12303,4644,30.0,2012
4,7,121,0,10528,8008,29.0,2013
4,8,342,0,14105,6338,29.0,2012
